repair_candidate_id_v301,source_family,source_id,cap_share_v301,source_exposure_v301,source_share_v301,source_slack_v301,source_cap_violated_v301,claim_boundary_v301
best_return_imputation_repair,grade,A,0.8531348749298603,719000.0,0.8531339918720893,8.830577710172705e-07,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,grade,B,0.8531348749298603,35350.0,0.04194476580344694,0.8111901091264133,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,grade,C,0.8531348749298603,27000.0,0.03203702055708819,0.821097854372772,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,grade,D,0.8531348749298603,52925.0,0.0627984930734775,0.7903363818563828,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,grade,E,0.8531348749298603,7500.0,0.008899172376968943,0.8442357025528914,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,grade,F,0.8531348749298603,1000.0,0.0011865563169291922,0.8519483186129311,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,0,0.9,758475.0,0.8999733024828691,2.6697517130913617e-05,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,1,0.9,50900.0,0.060395716531695884,0.8396042834683042,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,2,0.9,24000.0,0.028477351606300615,0.8715226483936994,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,3,0.9,9400.0,0.011153629379134408,0.8888463706208656,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,4,0.9,0.0,0.0,0.9,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,5,0.9,0.0,0.0,0.9,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,6,0.9,0.0,0.0,0.9,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,7,0.9,0.0,0.0,0.9,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,8,0.9,0.0,0.0,0.9,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,score_decile,9,0.9,0.0,0.0,0.9,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,income_band,0,0.85,6700.0,0.007949927323425587,0.8420500726765744,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,income_band,1,0.85,21625.0,0.025659280353593782,0.8243407196464062,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,income_band,2,0.85,49950.0,0.05926848803061315,0.7907315119693868,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,income_band,3,0.85,98550.0,0.1169351250333719,0.7330648749666281,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,income_band,4,0.85,665950.0,0.7901871792589956,0.05981282074100436,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,dti_band,0,0.85,598550.0,0.710213283497968,0.139786716502032,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,dti_band,1,0.85,194375.0,0.23063688410311176,0.6193631158968882,False,v301 repair source diagnostic only; no branch-price proof
best_return_imputation_repair,dti_band,2,0.85,34050.0,0.04040224259143899,0.809597757408561,False,v301 repair source diagnostic only; no branch-price proof
